,Track Name,Artist,Track ID,Popularity
1620,I'll Be Home,Meghan Trainor,0YupMLYOYz6lZDbN3kRt7A,78.0
1621,My Kind Of Present,Meghan Trainor,3LOfU1kaplBBNd2jeiGa0N,68.0
1622,Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,5HqRQwSAPAgJBQ3bhtpUTg,52.0
1623,No Excuses,Meghan Trainor,13KCcVDJM9rrQlPgGtepK8,55.0
1624,Rockin' Around The Christmas Tree,Mel & Kim,5gpImN0eqlucE3a3r121SF,65.0
1625,Play Date,Melanie Martinez,4DpNNXFMMxQEKl7r0ykkWA,77.0
1626,Show & Tell,Melanie Martinez,7po7c8LzxTZ0ybU41qT5gD,70.0
1627,Wheels on the Bus,Melanie Martinez,2plUcsOZm6pi1kFUncqLni,64.0
1628,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,3Yww1k7Up2ja2ytfmXjJp8,64.0
1629,Baller los,MERO,3zx60vlUCgxx1MDNHuifUc,61.0
1630,Bogota,MERO,6eLV807VBpJGDjQEQnmhPW,49.0
1631,Désolé,MERO,59oWfn33izZh6jJAALY2PG,47.0
1632,Hobby Hobby,MERO,1Mp78QzFO1GrE5h1HvM0Rp,56.0
1633,Hops,MERO,6x0uACJk7sE0phl6FsPmg6,46.0
1634,Jay Jay,MERO,6IyzjffrKrehgqGbuUuLJt,54.0
1635,Malediven,MERO,1ADD9LXHwmBIZYyWJgn7lc,42.0
1636,Mein Kopf,MERO,6NJh2UnUtEUq6VLXpellRX,39.0
1637,Olabilir,MERO,1iTTAETYLFm8gqUlkqoaeR,56.0
1638,Träume werden wahr,MERO,57mEP0R2zOLCbNSCWjhHHk,50.0
1639,Wie Buffon,MERO,4cKjjC5gl3TfNqArCq7rCq,44.0
1640,Wolke 10,MERO,4Ry9AxD63dk4f6GT4nvdPT,57.0
1641,10 Freaky Girls (with 21 Savage),Metro Boomin,0AluA5RNsa4Cx6XRhf2hWZ,79.0
1642,10AM/Save The World (feat. Gucci Mane),Metro Boomin,00KjOnN3U40e3lXFUOue7h,56.0
1643,Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,0NA5xAtDra50d0Lfs2uvoh,65.0
1644,Don't Come Out The House (with 21 Savage),Metro Boomin,2Grb4G6t9VIqo6moKUloom,70.0
1645,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,22ykS8KWpd2r4zcRZ0XMK5,67.0
1646,Lesbian (feat. Gunna & Young Thug),Metro Boomin,6vG3Zv9VEA6YbJPJ6ar5Y7,58.0
1647,No Complaints,Metro Boomin,156LzfvMNKuXuiot4uzhGD,68.0
1648,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,156LzfvMNKuXuiot4uzhGD,68.0
1649,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,42k9e2hgl98IdgkXLg4pxs,61.0
1650,Only 1 (Interlude) (with Travis Scott),Metro Boomin,4cEqoGTqPRZy76Yl3ymj3V,66.0
1651,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,3XFwOQU8wxXWl8Rxj3lrOi,53.0
1652,Overdue (with Travis Scott),Metro Boomin,6LyAwkJsHlW7RQ8S1cYAtM,81.0
1653,Space Cadet (feat. Gunna),Metro Boomin,1fewSx2d5KIZ04wsooEBOz,83.0
1654,Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,4RGacGFT2ztXhGgzeaYzIR,57.0
1655,Intro-Résumé,Miami Yacine,7dAW8w3wYlwQWTEKN4JlbK,56.0
1656,Oh Lord,MiC LOWRY,1XUiFMK48Yy4fgds8l9aLH,40.0
1657,All I Want for Christmas Is You,Michael Bublé,0xPaZrF25ltzvz1a2Pm5DQ,71.0
1658,Christmas (Baby Please Come Home),Michael Bublé,66WPXyhXqMlkM1kZhyEXWK,74.0
1659,Cold December Night,Michael Bublé,4FPrAERfkPKOBKrRoyuxLu,69.0
1660,Have Yourself a Merry Little Christmas,Michael Bublé,1DnSNqCQM3LUxqFuXt184Q,71.0
1661,Holly Jolly Christmas,Michael Bublé,6tjituizSxwSmBB5vtgHZE,82.0
1662,I'll Be Home for Christmas,Michael Bublé,0tXPhc8LvM4dPvoRwI66XQ,67.0
1663,It's Beginning to Look a Lot like Christmas,Michael Bublé,5a1iz510sv2W9Dt1MvFd5R,92.0
1664,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,4qBejt9FeqLI9blHI1Nq1x,74.0
1665,Mis Deseos / Feliz Navidad (with Thalia),Michael Bublé,5kidjcHqKZzTs6bD2mM7ZY,71.0
1666,Santa Baby,Michael Bublé,6DwnAl6l63e83dDgIzY8P4,65.0
1667,Santa Claus Is Coming to Town,Michael Bublé,1RMDXedcRno6rDBCbNHDJf,81.0
1668,Silent Night,Michael Bublé,6B14wYcEpWhyDvxWRb9Df8,63.0
1669,White Christmas,Michael Bublé,2gbCG4Rt9984UZ7Tc0dIFd,73.0
1670,White Christmas (with Shania Twain),Michael Bublé,2gbCG4Rt9984UZ7Tc0dIFd,73.0
1671,Beat It,Michael Jackson,1OOtq8tRnDM8kG2gqUPjAj,78.0
1672,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,82.0
1673,Thriller,Michael Jackson,3S2R0EVwBSAVMd5UMgKTL0,72.0
1674,You Let Me Walk Alone,Michael Schulte,07qlsG6DYRLBbovwca9Vbr,53.0
1675,Tightrope,Michelle Williams,0GVuLQtPXFaL18ijEOqoAa,68.0
1676,All Ass,Migos,49DCeLTyDy6MCu2DozcBYK,49.0
1677,Auto Pilot,Migos,4Kw3CztmD15X1QGDnnHmLD,48.0
1678,Bad and Boujee (feat. Lil Uzi Vert),Migos,0M9ydKzuF3oZTfYYPfaGX1,74.0
1679,BBO (Bad Bitches Only),Migos,4BHzHISX21PYwGXiBEUQ70,60.0
1680,Beast,Migos,5kuxtUHQr23zov47Wn35Of,47.0
1681,Big On Big,Migos,2TESenfLqUMufqoUUW8LtK,48.0
1682,Brown Paper Bag,Migos,1VjaZbooaWkntfBLoH6Tb8,52.0
1683,Call Casting,Migos,4BqE5Rg3r4Rtizvm3IicrN,52.0
1684,CC,Migos,35ffVv9x4mtzBh5rF1K9sP,48.0
1685,Crown the Kings,Migos,2664gDzsUz6oHnSFyfKjcq,46.0
1686,Culture (feat. DJ Khaled),Migos,3zrks1xFx1ATYzEx5mX3Q8,48.0
