,,Track Name,Artist,Track ID,Popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1174,4607,Otro Trago,Sech,4bTZeO72FwMa6wKOiqoynL,70,0.0711,0.725,287773,0.79,1.14E-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
1175,4608,Otro Trago - Remix,Sech,4bTZeO72FwMa6wKOiqoynL,70,0.0711,0.725,287773,0.79,1.14E-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
1176,4609,Que Mas Pues - Remix,Sech,7fODjB7BrQTGqh0hogW6XD,70,0.121,0.647,305962,0.661,2.27E-06,11,0.12,-5.027,1,0.2,113.358,5,0.811
1177,4610,Relación,Sech,35UUpTmrcFXNIVIN26ujXl,70,0.0337,0.793,247308,0.771,1.51E-06,5,0.284,-3.417,1,0.0959,171.943,4,0.835
1178,4611,Relación - Remix,Sech,35UUpTmrcFXNIVIN26ujXl,70,0.0337,0.793,247308,0.771,1.51E-06,5,0.284,-3.417,1,0.0959,171.943,4,0.835
1179,4612,Sal y Perrea,Sech,5u7twkeask1VIyDeNTElSU,66,0.192,0.786,216510,0.899,0.000189,10,0.299,-0.515,1,0.127,90.025,4,0.813
1180,4613,Si Te Vas,Sech,6Y4PDQv4XjYjHLeLmvyOt0,60,0.0933,0.73,204907,0.644,4.56E-06,0,0.143,-4.124,1,0.132,174.101,4,0.554
1181,4614,Drink About,Seeb,73WJ6rYbtFi0Z2T4hPS1iN,45,0.147,0.629,182265,0.745,0,6,0.257,-2.936,1,0.0649,99.995,4,0.496
1182,4615,Grip,Seeb,3gicyfiEVMGONgzygpWjNT,50,0.331,0.598,198075,0.904,0,4,0.264,-2.293,1,0.0507,138.091,4,0.503
1183,4616,A Sweeter Place (feat. Kid Cudi),Selena Gomez,4bb94wZVF1cX66vQjNeJTX,49,0.109,0.583,263306,0.777,0.000509,10,0.108,-6.991,0,0.185,190.054,4,0.31
1184,4617,Back To You,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,75,0.0945,0.601,207905,0.724,1.68E-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
1185,4618,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,75,0.0945,0.601,207905,0.724,1.68E-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
1186,4619,Bad Liar,Selena Gomez,2fZQIJew3nkNe99s2PKzul,66,0.189,0.965,214648,0.414,0,1,0.0767,-6.408,1,0.0713,121.032,4,0.728
1187,4620,Baila Conmigo (with Rauw Alejandro),Selena Gomez,079Ey5uxL04AKPQgVQwx5h,68,0.0215,0.823,186088,0.544,0.00315,5,0.0966,-7.132,1,0.0715,149.903,4,0.664
1188,4621,Boyfriend,Selena Gomez,5EBtY2shIV1vmY4bnvvV6T,54,0.216,0.811,161188,0.512,0.0266,2,0.077,-6.38,1,0.173,92.025,4,0.336
1189,4622,Crowded Room (feat. 6LACK),Selena Gomez,2C0hTkdEoikhKzDCJl32QZ,52,0.764,0.724,186459,0.415,2.51E-06,7,0.103,-8.408,0,0.0518,89.999,4,0.328
1190,4623,Cut You Off,Selena Gomez,4OtHGdb0KqEbaWb6edUnR9,48,0.3,0.855,182017,0.294,9.22E-05,5,0.091,-8.676,1,0.286,139.745,4,0.842
1191,4624,Dámelo To’ (feat. Myke Towers),Selena Gomez,36CiGk9oRdwTnBDMgKEfjl,47,0.101,0.787,184134,0.641,0.00534,8,0.07,-7.376,1,0.315,182.003,4,0.437
1192,4625,Dance Again,Selena Gomez,5sK3o66yupTNIK6gWgzGjf,52,0.0447,0.784,170498,0.552,0,1,0.192,-7.261,0,0.0871,111.984,4,0.465
1193,4626,De Una Vez,Selena Gomez,1v3lhrZEsOcazqR2QIyyRu,58,0.152,0.659,155956,0.479,0.0025,11,0.268,-6.79,0,0.2,163.882,4,0.0395
1194,4627,Feel Me,Selena Gomez,4mt7C6wYeTUWDDk7xKym9w,60,0.44,0.71,226003,0.808,0.000773,2,0.0734,-6.703,0,0.0433,99.989,4,0.392
1195,4628,Fetish (feat. Gucci Mane),Selena Gomez,4lnAN2S1fcI0SjxEbksZVr,74,0.0204,0.708,186113,0.618,6.81E-06,2,0.062,-4.424,1,0.0592,123.013,4,0.265
1196,4629,Fun,Selena Gomez,64kfyGcf5dvbw92Vv4THCj,45,0.076,0.863,189382,0.419,4.92E-05,11,0.151,-10.144,0,0.437,113.866,4,0.523
1197,4630,Kill Em With Kindness,Selena Gomez,1QNoKVgA758HFLu3TW2q7R,58,0.00795,0.757,217907,0.884,5.87E-05,10,0.0973,-5.488,0,0.0404,120.012,4,0.398
1198,4631,Kinda Crazy,Selena Gomez,59iGOjPSOcPLGl3vqEStUp,47,0.484,0.691,212436,0.446,0.00495,11,0.183,-10.304,0,0.0472,93.03,4,0.534
1199,4632,Let Me Get Me,Selena Gomez,0uFForNKQPvgSCnxlZIhQy,56,0.249,0.826,189145,0.571,1.66E-05,2,0.215,-9.263,1,0.0426,121.06,4,0.475
1200,4633,Look At Her Now,Selena Gomez,7eOkHIcaoUhngxxypM5Ajr,62,0.114,0.753,162596,0.564,0.0273,10,0.359,-7.908,0,0.252,77.342,5,0.55
1201,4634,Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,81,0.556,0.488,206459,0.343,0,4,0.21,-8.985,1,0.0436,102.819,4,0.0978
1202,4635,People You Know,Selena Gomez,63mdJr3NMY3wReOkNE6c6W,80,0.0881,0.695,194900,0.62,5.43E-05,8,0.111,-8.082,0,0.0521,150.032,4,0.62
1203,4636,Rare,Selena Gomez,7HMmFQsKsljwTw8bS7lu19,61,0.208,0.838,220590,0.545,8.01E-05,5,0.103,-6.713,1,0.0706,114.998,4,0.631
1204,4637,Ring,Selena Gomez,11Ey4yJVeWEsA73KjACkVY,60,0.565,0.873,148776,0.51,3.13E-06,3,0.0738,-5.35,0,0.0661,110.953,4,0.871
1205,4638,The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,73,0.053,0.616,227373,0.789,0,7,0.142,-4.874,0,0.0377,83.066,4,0.621
1206,4639,Vulnerable,Selena Gomez,11OwAR3GlBj9E35Cznf7Lj,53,0.132,0.695,192172,0.573,0.000137,10,0.156,-8.882,1,0.167,100.031,4,0.38
1207,4640,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,79,0.124,0.724,197993,0.804,0,11,0.204,-4.614,0,0.0448,124.987,4,0.306
1208,4641,6:00 AM,Sfera Ebbasta,0bD26JMI2pZcIDDRMsTI5N,45,0.168,0.745,188782,0.661,0,8,0.106,-6.653,1,0.0332,137.048,4,0.807
1209,4642,$€ Freestyle,Sfera Ebbasta,1WJm5qQx9hSyRedOdH7rIm,53,0.2,0.813,164469,0.67,0,8,0.376,-8.661,1,0.335,136.079,4,0.38
1210,4643,Abracadabra (feat. Future),Sfera Ebbasta,6QqdbsEVQkFIvnpm9b9SXo,45,0.0461,0.846,192965,0.681,0,5,0.112,-7.091,1,0.174,131.988,4,0.809
1211,4644,Baby (with J Balvin),Sfera Ebbasta,3JCqB2HhpIPNNg1O4os8o5,59,0.125,0.755,193555,0.882,0.00142,10,0.103,-1.957,0,0.0532,99.984,4,0.606
1212,4645,Bottiglie Privè,Sfera Ebbasta,3E2KP5AWn6Wx0NcPstzKeo,60,0.0908,0.669,189868,0.618,0,5,0.0934,-7.021,0,0.0487,144.905,4,0.206
1213,4646,Cupido (feat. Quavo),Sfera Ebbasta,5IB44qTngIOBGYnjGZgz16,46,0.0622,0.803,210107,0.695,0,4,0.105,-5.164,0,0.0413,119.978,4,0.458
1214,4647,Gangang (feat. Lil Mosey),Sfera Ebbasta,6acmByHECSyZrQmuVA0b0T,44,0.0223,0.717,171079,0.79,0,1,0.0606,-6.441,1,0.0399,96.024,4,0.275
1215,4648,Gelosi,Sfera Ebbasta,3j7Mys2EJGmTYQmFhcgNUQ,46,0.072,0.734,183526,0.596,0,4,0.0774,-6.167,0,0.127,148.94,4,0.378
1216,4649,Giovani Re,Sfera Ebbasta,7aNsNTpMq7D4fffUiYKXNR,53,0.0604,0.762,168343,0.621,7.83E-06,10,0.277,-7.24,1,0.0285,114.95,4,0.458
1217,4650,Happy Birthday,Sfera Ebbasta,7Cw97917dvg5xm6XMAA4Y2,55,0.0455,0.792,170707,0.777,5.34E-05,8,0.293,-4.402,0,0.0454,137.05,4,0.696
1218,4651,Hollywood (feat. Diplo),Sfera Ebbasta,1gnKOz6FFFOcP3DqvDz0Rt,56,0.153,0.848,191869,0.708,0,2,0.0948,-6.336,1,0.0366,137.973,4,0.926
1219,4652,Macarena (feat. Offset),Sfera Ebbasta,5z02B2ej0yOFoxKPKnT2IW,45,0.141,0.864,158043,0.618,0,11,0.182,-5.54,0,0.0503,124.059,4,0.305
1220,4653,Mademoiselle,Sfera Ebbasta,2aPnpV1hT7l3eP10uSGK6c,56,0.0671,0.794,189344,0.702,0,6,0.155,-5.656,0,0.0346,121.938,4,0.535
1221,4654,Male,Sfera Ebbasta,1Dl5iWa6lWEZpkQDZNuVnO,64,0.0113,0.598,161873,0.687,0,9,0.289,-6.444,0,0.0341,157.001,4,0.422
1222,4655,Ricchi x Sempre,Sfera Ebbasta,0n5UZOp6iaDveYqGNCHQMh,45,0.196,0.599,223787,0.734,0,3,0.187,-7.568,0,0.413,211.842,4,0.133
1223,4656,Rockstar,Sfera Ebbasta,3NnbNYUCvWIOEx0wiWxq8a,41,0.263,0.798,195947,0.627,0,9,0.211,-6.234,1,0.111,149.989,4,0.762
1224,4657,Salam Alaikum (feat. 7ari & Steve Aoki),Sfera Ebbasta,4UHtluRllR4NdW2hYX4aJU,41,0.0402,0.82,149969,0.628,0.0262,1,0.0935,-5.8,0,0.0683,110.002,4,0.495
1225,4658,Sciroppo (feat. DrefGold),Sfera Ebbasta,6CxN2UG4gvo4GEVw5VZYv5,42,0.0774,0.777,205013,0.721,0,6,0.0801,-6.097,1,0.0719,161.976,4,0.665
1226,4659,Serpenti A Sonagli,Sfera Ebbasta,58QylZ1gN0HbU0LxGQ8Eqm,42,0.182,0.68,194173,0.613,0,5,0.113,-5.998,0,0.063,150.04,4,0.282
1227,4660,Tik Tok (feat. Marracash & Guè Pequeno),Sfera Ebbasta,3aR6Qx69ITNryZQ8tJit8z,60,0.0638,0.77,310625,0.686,0,9,0.391,-6.818,0,0.184,120.022,4,0.336
1228,4661,Uber,Sfera Ebbasta,2z6MGqxCGYiaKjH8UzJIES,38,0.158,0.845,190000,0.621,5.62E-06,3,0.252,-3.559,0,0.0414,120.039,4,0.505
1229,4662,XNX,Sfera Ebbasta,59xknpenZ9uagjzOa2Cz0R,31,0.0269,0.763,143693,0.721,0.00023,2,0.167,-5.293,1,0.0529,129.982,4,0.155
1230,4663,M' Manc (con Geolier & Sfera Ebbasta),Shablo,0MLu1cFYL4ikdRTdasCQT9,70,0.048,0.703,180000,0.704,0,6,0.41,-6.117,0,0.0641,139.933,4,0.725
1231,4664,Trampoline,SHAED,2ez6qvOTHKeI3ss80NGqnI,69,0.56,0.619,184280,0.459,0,7,0.137,-5.782,0,0.0334,126.803,4,0.498
1232,4665,Trampoline (with ZAYN),SHAED,2ez6qvOTHKeI3ss80NGqnI,69,0.56,0.619,184280,0.459,0,7,0.137,-5.782,0,0.0334,126.803,4,0.498
1233,4666,It Wasn't Me,Shaggy,3WkibOpDF7cQ5xntM1epyf,79,0.0561,0.853,227600,0.606,0,0,0.313,-4.596,1,0.0713,94.759,4,0.654
1234,4667,Merry Christmas Everyone,Shakin' Stevens,2TE4xW3ImvpltVU0cPcKUn,91,0.129,0.534,220160,0.904,0,9,0.128,-3.315,1,0.0369,202.899,4,0.96
1235,4668,Merry Christmas Everyone - Remastered,Shakin' Stevens,2TE4xW3ImvpltVU0cPcKUn,91,0.129,0.534,220160,0.904,0,9,0.128,-3.315,1,0.0369,202.899,4,0.96
1236,4669,Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,76,0.187,0.852,195840,0.773,3.05E-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907
1237,4670,Chantaje (feat. Maluma),Shakira,6mICuAdrwEjh6Y6lroV2Kg,76,0.187,0.852,195840,0.773,3.05E-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907
1238,4671,Clandestino,Shakira,7DrluKkTviBwCc8AV3VGmf,67,0.39,0.766,231921,0.822,3.37E-05,1,0.349,-4.126,0,0.16,165.842,4,0.881
1239,4672,Hips Don't Lie (feat. Wyclef Jean),Shakira,3ZFTkvIE7kyPt6Nu3PEa7V,85,0.284,0.778,218093,0.824,0,10,0.405,-5.892,0,0.0707,100.024,4,0.758
1240,4673,Me Enamoré,Shakira,4qknM1pQz53QOyfDVTjcM9,67,0.193,0.74,226893,0.879,8.25E-05,9,0.0928,-2.251,0,0.105,103.71,4,0.948
1241,4674,Me Gusta,Shakira,5Xhqh4lwJPtMUTsdBztN1a,69,0.0559,0.775,190570,0.696,0.00184,1,0.157,-5.184,0,0.0681,92.007,4,0.775
1242,4675,Perro Fiel (feat. Nicky Jam),Shakira,70lnL3QaSOIIyMa2X9aVRL,69,0.187,0.75,195213,0.76,0,1,0.0548,-4.836,1,0.198,183.817,4,0.893
1243,4676,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,1ZlHr9FYHT7YTbXCoxPq5C,77,0.00271,0.697,201773,0.91,0,2,0.147,-3.92,1,0.247,127.031,4,0.623
1244,4677,Reminding Me,Shawn Hook,6n72bDAxbWOkWaJnlfQfIZ,47,0.0897,0.569,209924,0.564,0,9,0.0816,-4.856,0,0.0429,132.794,4,0.254
1245,4678,305,Shawn Mendes,5ld8E3DVBXCCWQ54yrkWVp,57,0.205,0.562,189072,0.869,0.0293,6,0.122,-5.38,1,0.058,164.936,4,0.928
1246,4679,24 Hours,Shawn Mendes,385VOmGbguaPG57TgoW8Lh,49,0.488,0.351,150782,0.368,0.00603,5,0.124,-8.132,1,0.0557,84.224,4,0.362
1247,4680,Always Been You,Shawn Mendes,56KDoLjFIm7Yc7fX1XgpNw,49,0.229,0.37,167194,0.39,0,3,0.0823,-6.958,1,0.0419,124.802,4,0.309
1248,4681,Because I Had You,Shawn Mendes,1RRZSm4akqNyMOsPUhw4cb,56,0.331,0.559,142480,0.337,0,7,0.311,-9.751,1,0.404,203.231,4,0.705
1249,4682,Call My Friends,Shawn Mendes,6KVxMOxlSYpC5nrvyWhYhx,45,0.0512,0.53,171078,0.79,1.07E-06,7,0.122,-5.031,1,0.0344,146.09,4,0.438
1250,4683,Can’t Imagine,Shawn Mendes,2GwberkV36NoC5snp51cLC,42,0.849,0.412,149769,0.162,2.16E-06,0,0.354,-14.356,1,0.146,179.63,5,0.375
1251,4684,Dream,Shawn Mendes,0bZFa5DZcx9HWx25m2Nd19,47,0.539,0.492,214751,0.672,0.000212,2,0.116,-6.779,1,0.0366,140.027,4,0.229
1252,4685,Fallin' All In You,Shawn Mendes,2Codn4EPP8lz5lhUehQCSV,0,0.405,0.853,235747,0.477,0,8,0.111,-6.696,1,0.036,92.032,4,0.801
1253,4686,Higher,Shawn Mendes,7nuQ1LgM6l5FLaJmlODoqj,51,0.0167,0.748,160144,0.783,1.58E-05,10,0.314,-4.419,0,0.0558,120.049,4,0.935
1254,4687,If I Can't Have You,Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,73,0.487,0.691,191467,0.823,0,2,0.134,-4.197,1,0.0623,123.935,4,0.87
1255,4688,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,74,0.0573,0.622,211360,0.712,0,5,0.13,-7.321,1,0.066,140.025,4,0.487
1256,4689,Intro,Shawn Mendes,138oQeapLds5IeJrdRfeUd,50,0.933,0.498,62423,0.199,0.000573,7,0.493,-11.011,1,0.0353,76.046,4,0.47
1257,4690,Like To Be You feat. Julia Michaels,Shawn Mendes,2IssBpPtHcViZL5vYQNHhA,56,0.812,0.737,159400,0.451,0,2,0.108,-9.405,1,0.229,153.766,4,0.664
1258,4691,Look Up At The Stars,Shawn Mendes,0UauNGiFTVXTsgvVz6LBMf,49,0.0576,0.359,211851,0.585,0,2,0.194,-4.722,1,0.0374,168.026,4,0.447
1259,4692,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,71,0.255,0.713,201200,0.738,0,10,0.106,-6.784,1,0.374,105.027,4,0.425
1260,4693,Lost In Japan - Remix,Shawn Mendes,575NJxNUVDqwJGdzBrlLbv,59,0.0911,0.706,201253,0.855,0,10,0.347,-5.377,1,0.215,107.184,4,0.293
1261,4694,Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,81,0.125,0.555,208733,0.662,0,11,0.111,-4.952,0,0.0827,148.128,4,0.356
1262,4695,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2Z8yfpFX0ZMavHkcIeHiO1,69,0.0676,0.652,178994,0.383,0,2,0.0828,-7.076,0,0.0516,145.765,4,0.549
1263,4696,Mutual,Shawn Mendes,5gW3kI83886nVV9apaFLWu,53,0.254,0.919,148360,0.478,0,11,0.134,-6.697,0,0.156,115.03,4,0.799
1264,4697,Nervous,Shawn Mendes,5wxurz8J6YlyQRNnGN8zXS,56,0.0404,0.841,164147,0.623,0,0,0.126,-6.76,1,0.0776,121.983,4,0.744
1265,4698,Particular Taste,Shawn Mendes,4BH9zDv1Ys6kw0j3lU1hTx,49,0.0365,0.968,175573,0.352,0.000103,9,0.0677,-7.122,1,0.121,111.968,4,0.599
1266,4699,Perfectly Wrong,Shawn Mendes,6nat4Z7iRKWVk1qngQqI0Q,63,0.872,0.361,212773,0.311,0,2,0.0987,-11.748,0,0.0369,89.362,4,0.323
1267,4700,Piece Of You,Shawn Mendes,5jpNBhgAk5OmfB0W5i5NaO,49,0.0147,0.757,175781,0.628,0,6,0.05,-3.944,1,0.077,100.004,4,0.609
1268,4701,Queen,Shawn Mendes,6D8FZWtCQRtQUVT3mpjrZs,47,0.197,0.878,204693,0.688,0,1,0.0872,-7.254,1,0.11,131.02,4,0.917
1269,4702,Señorita,Shawn Mendes,6v3KW9xbzN5yKLt9YKDYA2,80,0.0392,0.759,190800,0.548,0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
1270,4703,Song For No One,Shawn Mendes,2LUOkrWpTz1q5QeZY5jAHi,44,0.0867,0.328,191888,0.393,9.54E-05,4,0.104,-5.164,1,0.0285,96.241,4,0.237
1271,4704,Stitches,Shawn Mendes,5jsw9uXEGuKyJzs0boZ1bT,76,0.0151,0.752,206880,0.754,0,1,0.0486,-6.684,1,0.0615,149.789,4,0.755
1272,4705,Teach Me How To Love,Shawn Mendes,5LZtB6nxvjIhUoElp3Zqk0,59,0.0505,0.592,202357,0.885,2.38E-06,9,0.0843,-4.944,0,0.0807,98.991,4,0.731
1273,4706,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,0fwxmtpxpMmEMphmJbCAEx,72,0.888,0.341,196254,0.181,0,2,0.137,-12.073,0,0.0366,83.608,4,0.212
1274,4707,There's Nothing Holdin' Me Back,Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,86,0.38,0.866,199440,0.813,0,11,0.0779,-4.063,0,0.0554,121.998,4,0.969
1275,4708,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,86,0.106,0.444,187973,0.819,0,10,0.107,-4.078,0,0.341,82.695,4,0.747
1276,4709,Under Pressure,Shawn Mendes,2fLyikLZmHxW4XdToFpDdN,44,0.2,0.667,233029,0.478,0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337
1277,4710,When You're Ready,Shawn Mendes,6bNcbh4SxQDU0BHa4Dj3wx,52,0.792,0.485,169587,0.476,0,5,0.113,-8.887,1,0.128,171.479,4,0.601
1278,4711,Where Were You In The Morning?,Shawn Mendes,376Gg7Oxo5C5jUWDWpVXeI,57,0.554,0.716,200600,0.519,0,7,0.0993,-7.472,1,0.0554,87.963,4,0.466
1279,4712,Why,Shawn Mendes,3XeqINnregzwBJNg7RyyH4,53,0.648,0.689,238173,0.416,1.64E-06,0,0.0637,-9.247,0,0.0494,127.031,4,0.248
1280,4713,Wonder,Shawn Mendes,6ZuahEctZD6w75peme58hm,73,0.136,0.442,172693,0.631,2.29E-05,1,0.133,-5.096,0,0.05,139.774,4,0.129
1281,4714,Youth (feat. Khalid),Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,63,0.56,0.534,190867,0.596,0,6,0.133,-6.653,0,0.117,100.121,4,0.324
1282,4715,Youth feat. Khalid,Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,63,0.56,0.534,190867,0.596,0,6,0.133,-6.653,0,0.117,100.121,4,0.324
1283,4716,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,79,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
1284,4717,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,0O5fLzF9V8FCe0QXAi04ov,32,0.236,0.886,225205,0.525,0,8,0.057,-7.39,1,0.132,145.99,4,0.708
1285,4718,Affalterbach,Shindy,3LKYl4a8iQrtUuYi3vqtNa,46,0.0985,0.568,204672,0.373,0,3,0.381,-8.81,0,0.376,143.968,3,0.393
1286,4719,DODI,Shindy,63THFs9ovzO3WQsz4lzh0H,43,0.0101,0.823,183046,0.56,2.86E-05,10,0.126,-7.057,0,0.0629,146.958,4,0.371
1287,4720,EFH,Shindy,1fsaruaCPeyVquN9iQLHzX,33,0.00595,0.6,180662,0.657,0.000157,1,0.133,-7.14,1,0.0677,160.386,4,0.253
1288,4721,Nautilus,Shindy,7IkZpSOJKGXCGhqAvHs7FG,47,0.000969,0.723,183692,0.647,9.17E-06,1,0.258,-6.164,1,0.331,172.369,4,0.161
1289,4722,Raffaello,Shindy,7IkZpSOJKGXCGhqAvHs7FG,47,0.000969,0.723,183692,0.647,9.17E-06,1,0.258,-6.164,1,0.331,172.369,4,0.161
1290,4723,Tiffany,Shindy,2L0H5LWEuIAvrzfzTruyCB,43,0.0106,0.796,178649,0.631,0.00183,1,0.116,-7.343,1,0.052,155.985,4,0.534
1291,4724,What's Luv,Shindy,3UE1ojFN1y0GybCNSyKGdK,58,0.0053,0.652,133468,0.585,0.000417,1,0.138,-5.856,1,0.0523,176.025,4,0.176
1292,4725,90-60-111,Shirin David,3ZdDYeaZzeYnrP4crgXzPk,58,0.103,0.8,141387,0.628,0,2,0.391,-6.615,1,0.285,143.979,4,0.745
1293,4726,Brillis,Shirin David,6Ix4RU703e9X9PuTVfoPGj,56,0.235,0.85,186413,0.476,0,7,0.0704,-8.663,1,0.143,106.039,4,0.594
1294,4727,Fliegst Du mit,Shirin David,7d5OMedGbW3CZwFfiNMGeI,53,0.751,0.836,258837,0.44,1.85E-06,4,0.0805,-7.95,0,0.229,135.931,4,0.377
1295,4728,Gib Ihm,Shirin David,0sYbcHtfyYti4C40wTa7Vm,59,0.247,0.928,164293,0.414,1.85E-05,10,0.0842,-10.624,0,0.313,97.974,4,0.544
1296,4729,HOES UP G'S DOWN,Shirin David,2JyqqqqiwX0nT4iAKyJ9Va,48,0.0598,0.72,130880,0.692,0.0178,1,0.0881,-7.372,1,0.177,178.064,4,0.372
1297,4730,Ich darf das,Shirin David,0i239e7IfbcMy4xx3FGMNz,60,0.0656,0.709,151707,0.529,0,10,0.0897,-7.257,0,0.528,101.984,4,0.241
1298,4731,Lieben wir,Shirin David,6Bupao0tigbVrHoTiZdQG2,64,0.00876,0.666,155507,0.67,7.32E-06,10,0.0776,-7.988,0,0.369,96.158,4,0.788
1299,4732,Nur mit Dir (feat. Xavier Naidoo),Shirin David,042HtjCArvoSM7NlaOPtB1,30,0.37,0.619,232549,0.364,0,1,0.148,-13.185,1,0.0398,127.987,4,0.265
1300,4733,ON OFF (feat. Maître Gims),Shirin David,554Ip3S1rbeES9TNWXGoK1,54,0.76,0.639,191608,0.437,0,9,0.0676,-10.247,0,0.365,105.15,4,0.72
1301,4734,Orbit,Shirin David,0dUjcVPXy2Npz7RAmylgOS,43,0.471,0.859,197475,0.549,0,9,0.114,-8.85,0,0.291,139.99,4,0.437
1302,4735,Auto Blu,Shiva,5swpvba5YLqVDy1nbzUdog,49,0.0158,0.82,166087,0.783,0,5,0.0938,-6.146,0,0.0621,130.015,4,0.653
1303,4736,Calmo,Shiva,2pAaxSeMXY12bwr6R2LTfH,51,0.0636,0.604,151807,0.813,0,7,0.308,-5.44,1,0.292,165.772,4,0.521
1304,4737,Soldi in Nero - feat. Sfera Ebbasta,Shiva,1Xm2e1vDwOMeJJioWuG1s7,63,0.149,0.748,183797,0.662,0,6,0.17,-4.832,0,0.285,157.918,4,0.346
1305,4738,Love Tonight - Edit,Shouse,6OufwUcCqo81guU2jAlDVP,72,0.00214,0.727,241970,0.681,0.000307,5,0.0861,-7.114,0,0.0265,123.028,4,0.448
1306,4739,Audio,Sia,100eDEmpWV5YGVCqHI0leU,65,0.209,0.568,204093,0.701,1.06E-06,3,0.0769,-4.566,0,0.0426,89.969,4,0.353
1307,4740,Cheap Thrills,Sia,3S4px9f4lceWdKf0gWciFu,70,0.0472,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732
1308,4741,Courage to Change,Sia,2MbgQKWhoii8bqsMBWWWgA,59,0.0927,0.307,292656,0.606,0,11,0.357,-5.567,0,0.0347,78.828,4,0.11
1309,4742,Floating Through Space,Sia,2AceGjiX9isUbXmMZa0Dl1,59,0.00172,0.575,177801,0.844,0,6,0.114,-4.89,0,0.072,104.914,4,0.277
1310,4743,Genius,Sia,4xigPf2sigSPmuFH3qCelB,78,0.0799,0.603,213707,0.615,6.72E-05,11,0.117,-4.931,0,0.165,158.657,4,0.561
1311,4744,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,2VDTgXwf3F6kcpX4HI0BKy,55,0.034,0.585,195747,0.525,2.60E-05,7,0.139,-5.915,0,0.0817,167.811,3,0.533
1312,4745,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,2IlVW8wTOiXmqdO8S4QflN,28,0.549,0.342,252320,0.396,0,4,0.0708,-6.673,1,0.0327,136.19,4,0.109
1313,4746,Helium (Sia vs. David Guetta & Afrojack),Sia,2ludbmtPoyCPe2K08fAlFl,49,0.0977,0.542,237372,0.587,0,4,0.2,-6.145,1,0.035,136.915,4,0.243
1314,4747,Hey Boy,Sia,7H9hyqq8cr8jHquz9HhCzm,43,0.0457,0.607,181554,0.599,1.15E-06,8,0.617,-4.743,1,0.238,185.957,4,0.794
1315,4748,I'm Still Here,Sia,5KGTKwOePys7aH4o6EzXEP,58,0.00697,0.437,241910,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
1316,4749,Mountains,Sia,0HCDvbGNsigLpkzCDwpKVr,53,0.39,0.625,194733,0.601,0.0348,1,0.0894,-7.766,1,0.0285,85.967,4,0.195
1317,4750,Move Your Body - Single Mix,Sia,7ynCQo1KpBOyTdTdAnjSLZ,52,0.00151,0.664,252080,0.883,0.0926,10,0.072,-3.406,0,0.0353,127.962,4,0.381
1318,4751,No New Friends,Sia,6Dma0t0hOe6Bd6u5YRKF3n,59,0.0632,0.725,175827,0.703,0.000251,7,0.14,-4.641,1,0.0466,106.032,4,0.638
1319,4752,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,6Dma0t0hOe6Bd6u5YRKF3n,59,0.0632,0.725,175827,0.703,0.000251,7,0.14,-4.641,1,0.0466,106.032,4,0.638
