,,Track Name,Artist,Track ID,Popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
341,3774,Somebody’s Problem,Morgan Wallen,42lqBjPYlmL1EXpMDXvhSN,70,0.657,0.658,161773,0.538,0,5,0.123,-7.676,1,0.0289,136.967,4,0.62
342,3775,Still Goin Down,Morgan Wallen,2Qz8kpCjxulML39zB6gQxY,66,0.49,0.58,186293,0.752,0,7,0.277,-5.078,1,0.0267,148.108,4,0.72
343,3776,Warning,Morgan Wallen,64SCQtbRtmO28ks1QhS3w5,70,0.46,0.633,156747,0.664,0,10,0.108,-5.037,1,0.0294,115.058,4,0.268
344,3777,Wasted On You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,84,0.373,0.505,178520,0.657,0.00107,11,0.126,-5.24,0,0.0318,196,3,0.252
345,3778,Whiskey’d My Way,Morgan Wallen,6HsXpHn2s6S9arU3Wy7ndc,62,0.603,0.443,180787,0.518,0.00225,2,0.0984,-6.373,1,0.0266,185.764,3,0.323
346,3779,Wonderin’ Bout The Wind,Morgan Wallen,2p6hbwOB2u5hI4Uc8FDNL3,64,0.244,0.481,182227,0.715,0,6,0.133,-5.626,1,0.0334,90.966,4,0.395
347,3780,Hayloft,Mother Mother,0kYMwaQWABTkFff8AZjmYI,74,0.0044,0.326,215040,0.866,7.37E-06,9,0.0912,-4.541,0,0.101,178.181,4,0.172
348,3781,Seasons (with Sjava & Reason),Mozzy,35cOyocq8Gb6UcT0NWeTwn,53,0.28,0.629,242293,0.554,0,1,0.158,-6.759,1,0.326,126.694,4,0.308
349,3782,Oh My Gawd (feat. Nicki Minaj & K4MO),Mr Eazi,2YPt00iweeNvS9qDu0X48d,38,0.15,0.83,180000,0.867,0,0,0.0947,-3.858,1,0.204,94.092,4,0.83
350,3783,Lonely This Christmas,Mud,5DMItYJluCFc7YtFdP4aXo,79,0.81,0.551,213160,0.325,0.000112,0,0.115,-13.507,1,0.0286,98.932,3,0.496
351,3784,Beloved,Mumford & Sons,1l1TLPILxVipEsTsSho4u3,50,0.00504,0.452,265096,0.762,0.0528,2,0.179,-7.569,1,0.0449,191.978,4,0.323
352,3785,Guiding Light,Mumford & Sons,7E6IL7WFO9ozoWramet7PE,56,0.0565,0.55,217633,0.689,1.23E-05,7,0.0739,-8.65,1,0.0422,100.054,4,0.294
353,3786,Love$ick,Mura Masa,3sTN90bIP2cJ1783ctHykO,73,0.147,0.625,192160,0.763,0.0106,8,0.214,-4.997,0,0.129,88.753,4,0.721
354,3787,Love$ick (feat. A$AP Rocky),Mura Masa,3sTN90bIP2cJ1783ctHykO,73,0.147,0.625,192160,0.763,0.0106,8,0.214,-4.997,0,0.129,88.753,4,0.721
355,3788,AYA,Murda,4ywdchqXzNiX5S8YqKzGtA,52,0.112,0.743,196583,0.68,0.12,5,0.183,-4.344,0,0.103,180.059,4,0.694
356,3789,Dig Down,Muse,0RILico3Gbl5jxSNg3zLrJ,54,0.0879,0.428,228147,0.429,0.00041,0,0.168,-6.06,1,0.049,127.173,4,0.182
357,3790,Something Human,Muse,1esX5rtwwssnsEQNQk0HGg,49,0.0536,0.59,226787,0.903,0.00289,9,0.12,-4.841,1,0.0542,105.018,4,0.545
358,3791,Thought Contagion,Muse,57lCa95tmjJ8EYdNTex8Kk,58,0.00107,0.48,206107,0.76,2.37E-05,5,0.0809,-3.663,1,0.0402,139.985,4,0.378
359,3792,100 Bands (feat. Quavo  21 Savage  YG & Meek Mill),Mustard,5duCElafuovM4ZSmkQL4hn,46,0.0104,0.871,179388,0.493,0,9,0.0917,-6.775,1,0.338,93.016,4,0.157
360,3793,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,2zjGJ0dChMR0KxBZS15aqo,66,0.189,0.883,174100,0.525,0,2,0.0971,-8.054,0,0.0633,99.978,4,0.312
361,3794,Ballin' (with Roddy Ricch),Mustard,3QzAOrNlsabgbMwlZt7TAY,78,0.392,0.809,180435,0.545,0,7,0.151,-6.678,1,0.0735,97.008,4,0.244
362,3795,Pure Water (with Migos),Mustard,3j84U36KvLeXNDPv4t5pI8,74,0.174,0.682,192471,0.559,0,0,0.344,-5.545,1,0.127,202.015,4,0.137
363,3796,2:50 Remix,MYA,74znaWw1hmQBusGPSOuTFy,63,0.112,0.818,231708,0.812,0,9,0.234,-4.425,1,0.0475,139.966,4,0.844
364,3797,Bandido,Myke Towers,1xK1Gg9SxG8fy2Ya373oqb,74,0.122,0.713,232853,0.617,0,8,0.0962,-4.637,1,0.0887,168.021,4,0.682
365,3798,Diosa,Myke Towers,3JHpk0DOTOzyh0777JFAky,73,0.398,0.801,214013,0.745,0.00603,6,0.153,-3.733,0,0.063,104.965,4,0.245
366,3799,Explícito,Myke Towers,6qraVL4IJaIj0IuEexYJNa,68,0.348,0.828,195066,0.83,1.60E-05,2,0.0613,-3.371,1,0.047,95.007,4,0.422
367,3800,Girl,Myke Towers,43NqTeL8pgBxKHPMiJKUP5,75,0.0325,0.733,186427,0.708,0.000327,6,0.324,-4.957,1,0.0937,93.021,4,0.694
368,3801,La Playa,Myke Towers,0jeS8PyyIRAG0A3t5DtL71,69,0.108,0.796,207731,0.683,0,10,0.107,-2.754,0,0.15,140.108,4,0.353
369,3802,Si Se Da,Myke Towers,6K5BsR04ijf3FHNzjbaagD,76,0.441,0.817,332240,0.672,0,11,0.13,-5.612,0,0.299,93.999,4,0.774
370,3803,Si Se Da - Remix,Myke Towers,6K5BsR04ijf3FHNzjbaagD,76,0.441,0.817,332240,0.672,0,11,0.13,-5.612,0,0.299,93.999,4,0.774
371,3804,Carol of the Bells,Mykola Dmytrovych Leontovych,4tHqQMWSqmL6YjXwsqthDI,85,0.994,0.418,85267,0.106,0.0292,8,0.179,-22.507,0,0.0448,46.718,4,0.8
372,3805,Don't Don't Do It!,N.E.R.D,2svutFGaCycRmYc1mWbfQh,44,0.12,0.799,257707,0.871,0,2,0.0688,-5.784,1,0.138,77.013,4,0.811
373,3806,Lemon,N.E.R.D,4PpuH4mxL0rD35mOWaLoKS,59,0.00214,0.916,219707,0.727,0.000145,1,0.118,-6.556,1,0.0861,94.997,4,0.201
374,3807,Lemon (feat. Drake) - Drake Remix,N.E.R.D,739vCwA3EpBSkk3uDsI2wB,56,0.000738,0.777,226107,0.657,3.34E-06,1,0.0932,-6.434,1,0.237,189.992,4,0.245
375,3808,Báilame,Nacho,4l3xGFwoTinvYxsePytOOf,69,0.269,0.646,217093,0.865,4.16E-06,6,0.11,-4.215,1,0.0983,191.954,4,0.762
376,3809,Báilame - Remix,Nacho,4l3xGFwoTinvYxsePytOOf,69,0.269,0.646,217093,0.865,4.16E-06,6,0.11,-4.215,1,0.0983,191.954,4,0.762
377,3810,No Te Vas,Nacho,21Dt0T82tst15r3HCIM2Ku,50,0.0398,0.736,230813,0.888,0,8,0.162,-3.94,1,0.0519,93.961,4,0.772
378,3811,Hold On - D&B Version,Nano,3mXXkDfLaCN5IaZpHVJPth,34,0.033,0.433,198434,0.878,1.44E-06,7,0.159,-3.097,0,0.0505,160.151,4,0.386
379,3812,Speechless (Full),Naomi Scott,0XPsOSYzDJZJArevQNm2AR,69,0.467,0.474,208801,0.489,0,6,0.119,-7.625,0,0.0342,124.844,4,0.23
380,3813,Adam and Eve,Nas,0BSPhsCKfwENstErymcD80,50,0.0453,0.624,250760,0.803,0,9,0.318,-5.107,0,0.218,92.401,4,0.172
381,3814,Bonjour,Nas,6w9lmWBgqzPQHNQo5KaORN,36,0.153,0.647,201561,0.856,0,5,0.262,-4.451,1,0.266,143.953,4,0.637
382,3815,Cops Shot The Kid,Nas,1vi9adPJiD4d22ybGp25hy,43,0.0264,0.442,167908,0.71,0,7,0.618,-5.142,1,0.684,205.116,4,0.508
383,3816,everything,Nas,3XaNHbNa9Chz9plhRpcaof,42,0.474,0.569,452504,0.541,0,9,0.254,-6.036,1,0.381,82.423,4,0.206
384,3817,Not For Radio,Nas,5FYu8uBB6E11mepU601601,40,0.0671,0.494,202515,0.802,0,4,0.176,-5.08,0,0.412,96.703,5,0.453
385,3818,White Label,Nas,5JoUwqXt9IPLbiJ6pXwarL,39,0.475,0.565,178027,0.717,0,11,0.193,-4.455,0,0.331,75.505,4,0.341
386,3819,Deck The Hall,Nat King Cole,0rHToGels2lt8Y0mCYoF90,88,0.742,0.684,68760,0.437,1.58E-05,9,0.224,-10.522,1,0.0491,107.607,4,0.964
387,3820,Joy To The World,Nat King Cole,1VuAamHM7P3VQQEXYGG3Uu,86,0.818,0.553,84987,0.337,0,10,0.113,-10.334,1,0.03,101.918,4,0.662
388,3821,O Tannenbaum,Nat King Cole,0aJcR4COHLndzrJya4nBBc,66,0.81,0.252,180200,0.231,0.000167,3,0.199,-14.181,1,0.0369,89.859,4,0.196
389,3822,The Christmas Song (Merry Christmas To You),Nat King Cole,4PS1e8f2LvuTFgUs1Cn3ON,90,0.92,0.319,192160,0.21,8.06E-05,1,0.138,-15.231,1,0.0341,78.696,4,0.209
390,3823,The Happiest Christmas Tree,Nat King Cole,5aJP0MZjb8LtPAT5WicCZm,77,0.753,0.499,103747,0.456,0,0,0.861,-11.528,1,0.4,205.882,4,0.94
391,3824,The Happiest Christmas Tree - 2009 Digital Remaster,Nat King Cole,5aJP0MZjb8LtPAT5WicCZm,77,0.753,0.499,103747,0.456,0,0,0.861,-11.528,1,0.4,205.882,4,0.94
392,3825,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,7efx6fB44OWJA716LqPvmb,54,0.89,0.79,154280,0.2,0,9,0.0801,-9.107,1,0.0689,130.25,4,0.48
393,3826,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,72,0.8,0.39,183103,0.448,0.182,5,0.107,-8.57,0,0.0276,144.89,5,0.077
394,3827,Wellerman - Sea Shanty,Nathan Evans,54OBgO0Xwu20Jak9TMXbR7,73,0.614,0.675,155333,0.359,0,3,0.137,-5.157,1,0.108,191.903,4,0.792
395,3828,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,3iw6V4LH7yPj1ESORX9RIN,70,0.0441,0.722,116750,0.893,0.000937,0,0.0673,-3.255,0,0.0475,119.932,4,0.439
396,3829,Love U Better (feat. Lil Wayne & The-Dream),Nathaniel Alford,270aLuFCbX32hhBr8MQyPM,53,0.0802,0.645,181880,0.541,0,10,0.325,-6.312,0,0.0385,95.061,4,0.411
397,3830,Amantes de una Noche,Natti Natasha,2iCOdoyDmWG3hWkbtH1KB2,66,0.353,0.567,225520,0.73,1.73E-06,9,0.154,-6.748,0,0.213,87.237,4,0.525
398,3831,Criminal,Natti Natasha,6Za3190Sbw39BBC77WSS1C,75,0.03,0.814,232550,0.813,9.33E-05,2,0.255,-3.023,0,0.0561,79.997,4,0.839
399,3832,Ram Pam Pam,Natti Natasha,4DHDIdeayp8xvlyg22wREO,63,0.305,0.908,200785,0.813,0,5,0.278,-2.749,0,0.0777,97.018,4,0.924
400,3833,Dynamite (feat. Pretty Sister),Nause,2Ae5awwKvQpTBKQHr1TYCg,45,0.0548,0.811,195429,0.801,2.09E-05,9,0.0742,-6,0,0.0802,105.055,4,0.693
401,3834,Champion (feat. Travis Scott),NAV,6nO3tr47nr2P7f3hXb8JIo,67,0.381,0.642,195053,0.782,0,5,0.108,-3.395,0,0.0477,162.005,4,0.396
402,3835,Codeine (feat. Gunna),NAV,6NzuJWrNriXAbSmscAuSIq,49,0.0922,0.969,188118,0.604,0,4,0.105,-6.305,0,0.118,126.988,4,0.899
403,3836,Faith (feat. Quavo),NAV,3NelcGZ46JmV9LqOD1pnxA,44,0.758,0.527,199973,0.61,0,1,0.0882,-6.903,0,0.107,157.1,4,0.549
404,3837,Good Intentions (Intro),NAV,3p6aRY0ePa28UM85z9X8iS,41,0.102,0.765,155721,0.696,0,10,0.148,-5.181,0,0.0672,160.058,4,0.916
405,3838,My Business (feat. Future),NAV,2AEtYwT9qg2eY6G9m8wOxW,45,0.0809,0.853,199105,0.881,0,1,0.141,-4.949,1,0.178,139.979,4,0.922
406,3839,No Debate (feat. Young Thug),NAV,29eSqQBrdva2tPLYMneFzP,49,0.00209,0.857,128072,0.654,0,8,0.115,-6.303,1,0.326,88.015,4,0.446
407,3840,Price On My Head (feat. The Weeknd),NAV,4hqOmrCCJKyiuwDexd8c2t,56,0.384,0.768,217776,0.574,1.65E-05,6,0.336,-6.104,0,0.136,74.949,4,0.278
408,3841,Recap (feat. Don Toliver),NAV,67LB1vZuG114LqRN8h8bQ2,58,0.231,0.838,143825,0.609,0,8,0.0983,-5.161,0,0.0502,127.963,4,0.6
409,3842,Run It Up (feat. Pop Smoke),NAV,6LUE5WlMgrpLouGxzJAUVv,58,0.585,0.874,179372,0.656,0,7,0.251,-6.478,0,0.091,134.022,4,0.561
410,3843,Saint Laurenttt,NAV,2oPQVgCTYqA4FBknwAroWf,44,0.317,0.843,170536,0.529,1.48E-05,7,0.284,-7.476,1,0.0515,97.971,4,0.289
411,3844,Some Way,NAV,7zxRMhXxJMQCeDDg0rKAVo,73,0.101,0.744,179773,0.715,0,0,0.0919,-6.103,1,0.351,154.962,4,0.34
412,3845,Status (feat. Lil Uzi Vert),NAV,6KhmSJf9FvdAcq1tr8LcYD,44,0.0406,0.951,174367,0.72,0,6,0.0998,-4.467,1,0.302,134.033,4,0.687
413,3846,Tap (feat. Meek Mill),NAV,5rU6kDNXZLXIinFezpbWbO,62,0.0646,0.901,148278,0.676,0,2,0.0863,-7.033,1,0.251,85.018,4,0.452
414,3847,To My Grave,NAV,0iIUmsrVL2sgGnX33oDsC7,42,0.0144,0.801,160009,0.636,0,4,0.311,-5.444,0,0.0453,146.137,4,0.21
415,3848,Turks (feat. Travis Scott),NAV,0lSZh5W0wDeurkGzLYY6hf,63,0.0827,0.893,161377,0.618,0,7,0.542,-4.425,0,0.112,119.099,4,0.389
416,3849,Turks (with Gunna & ft. Travis Scott),NAV,7IMwEtpAiJanqF6vQteZN2,66,0.0808,0.894,161320,0.618,0,7,0.558,-4.356,0,0.129,119.1,4,0.379
417,3850,Up,NAV,5qbcsZMwL0x46sX7VO37Ye,57,0.0338,0.66,199520,0.491,0,8,0.101,-6.645,0,0.101,154.132,4,0.376
418,3851,Wanted You (feat. Lil Uzi Vert),NAV,1Faq8G2y56A8fRv7HsLq25,62,0.229,0.797,228387,0.731,0,9,0.224,-4.443,0,0.0479,146.93,4,0.623
419,3852,Young Wheezy (with Gunna),NAV,0bMyxvtbPa7HFemLjzw0xX,55,0.00998,0.917,151481,0.529,0,1,0.0884,-3.785,0,0.101,122,4,0.289
420,3853,Hot Sauce,NCT DREAM,6B8MM3PVQtUbZLay7tP7er,69,0.0127,0.769,195813,0.926,0,6,0.285,-1.627,1,0.0788,100.034,4,0.551
421,3854,Some Say - Felix Jaehn Remix,Nea,7C1trmcQQ5n5RNy4l6ziCv,68,0.406,0.682,186878,0.7,0,6,0.174,-5.591,1,0.0397,120.03,4,0.637
422,3855,Call Me,NEIKED,2qjPbrwODFFNjPN7g9NtFv,42,0.118,0.619,182039,0.545,0,8,0.289,-6.714,1,0.0486,106.167,4,0.656
423,3856,Sexual,NEIKED,5fKBwqSTuCbnJlCOpeRa3o,63,0.0692,0.797,188889,0.567,0,2,0.0705,-7.503,1,0.0651,108.024,4,0.843
424,3857,Sweet Caroline,Neil Diamond,62AuGbAkt8Ox2IrFFb8GKV,78,0.611,0.529,203573,0.127,0.000109,11,0.237,-16.066,1,0.0274,63.05,4,0.578
425,3858,Alunissons,Nekfeu,67bPDXCsUNsxyNnNg3jYGO,55,0.821,0.37,278333,0.328,0.000433,3,0.199,-11.58,0,0.0488,134.549,4,0.232
426,3859,Cheum,Nekfeu,5dkSQ8ExtSaS5diqiQosOk,55,0.273,0.872,196027,0.613,0,9,0.0818,-4.884,1,0.32,139.885,4,0.343
427,3860,Dans l'univers,Nekfeu,2PYXOG6GdxF9sUIH2NfOAD,66,0.326,0.64,244320,0.419,0.000271,11,0.137,-9.962,1,0.168,131.936,4,0.202
428,3861,Elle pleut,Nekfeu,4kqsT3yDyJr1KZ2AkM9qfD,67,0.724,0.62,286520,0.375,2.86E-06,8,0.125,-11.064,1,0.455,92.641,4,0.226
429,3862,Les étoiles vagabondes,Nekfeu,01dqWNKgM2ujxu7HacaQwI,56,0.36,0.776,234053,0.469,0,11,0.156,-6.375,0,0.423,79.968,4,0.445
430,3863,Menteur menteur,Nekfeu,27MoaZnyF4chxovDTuIKol,51,0.36,0.864,225427,0.701,0,8,0.105,-7.146,1,0.132,137.98,4,0.833
431,3864,Takotsubo,Nekfeu,6La7yrDZgV4kYOk1HrQZvs,52,0.554,0.727,284787,0.537,0,6,0.63,-9.385,0,0.519,82.282,4,0.542
432,3865,Tricheur,Nekfeu,7C7GtWZmyicqjBDbAWPsCp,62,0.407,0.758,248467,0.638,0,1,0.178,-7.984,0,0.253,137.981,4,0.188
433,3866,Voyage léger,Nekfeu,5FJUbcs6V1sMuDNw0GM2NQ,51,0.264,0.75,202693,0.557,0,8,0.122,-7.878,0,0.233,119.968,4,0.137
434,3867,Promiscuous,Nelly Furtado,2gam98EZKrF9XuOkU13ApN,85,0.0569,0.808,242293,0.97,6.13E-05,10,0.154,-6.098,0,0.0506,114.328,4,0.868
435,3868,Toy,Netta,4v0VS33GYfTje16Q0ArRx6,62,0.0696,0.786,180231,0.712,0,3,0.236,-5.349,0,0.0677,130.144,4,0.795
436,3869,The Mack,Nevada,2fUZ3aMp8amSaV0mp8s6rQ,60,0.0626,0.711,167038,0.882,0,0,0.226,-4.276,1,0.0576,106.017,4,0.56
437,3870,CLOUDS,NF,1mvI5pGoh84IiFSbWxEkGH,67,0.373,0.788,243760,0.652,0,1,0.755,-3.931,1,0.405,128.108,4,0.812
438,3871,JUST LIKE YOU,NF,7tTRFVlFzk6yTnoMcParmi,68,0.489,0.775,251237,0.757,0,9,0.28,-4.607,0,0.228,140.044,4,0.541
439,3872,Leave Me Alone,NF,3EtyEzMpfKSaoVhPunvbRV,64,0.249,0.722,308652,0.741,0,1,0.151,-3.72,1,0.19,162.11,4,0.46
440,3873,Let You Down,NF,52okn5MNA47tk87PeZJLEL,81,0.312,0.662,212120,0.714,0,5,0.179,-5.68,0,0.121,147.997,4,0.464
441,3874,Lie,NF,07FkzikE6FuHIa8Ma7zJGc,76,0.161,0.513,209213,0.661,0,5,0.246,-6.419,1,0.24,94.791,4,0.179
442,3875,LOST,NF,3qEg6xYffvuvwpq4U6FRrK,65,0.41,0.511,242680,0.629,0,0,0.162,-7.755,1,0.151,129.924,4,0.0442
443,3876,The Search,NF,3oLe5ZILASG8vU5dxIMfLY,76,0.598,0.789,248053,0.789,0,2,0.099,-4.813,1,0.298,119.95,4,0.37
444,3877,Time - Edit,NF,1gZFRYcPz3wKevEaNYRwfW,56,0.128,0.665,230611,0.703,0,8,0.115,-3.885,1,0.07,97.968,4,0.257
445,3878,When I Grow Up,NF,5rLyYxZNzca00ENADO9m54,74,0.32,0.817,196800,0.814,0,2,0.152,-3.985,1,0.185,109.994,4,0.247
446,3879,Na Raba Toma Tapão,Niack,0AGS6ZRgzobrazmCi6pYMe,59,0.666,0.962,165231,0.787,5.74E-05,3,0.176,1.509,0,0.0554,130.003,4,0.968
447,3880,Oh Juliana,Niack,4xWzZmX4K1yyrdtRfbUvjt,59,0.387,0.799,153078,0.568,0,6,0.0892,-3.089,1,0.25,129.63,4,0.963
448,3881,Black And White,Niall Horan,7rpNuuoMbid56XkDsx2FjE,65,0.0301,0.443,193090,0.582,0,2,0.127,-6.02,1,0.0482,147.589,4,0.239
449,3882,Flicker,Niall Horan,5BpmwiKR6ns1EtfCQRpNUc,62,0.71,0.263,258025,0.307,7.48E-06,3,0.337,-9.724,1,0.0295,182.082,3,0.239
450,3883,Nice To Meet Ya,Niall Horan,3cphb8kdsjElYR7r5icK3H,61,0.0119,0.591,158805,0.841,0,4,0.395,-4.351,0,0.0304,109.034,4,0.392
451,3884,No Judgement,Niall Horan,2sGF7DBXvL2GjkbG606m1G,58,0.0564,0.723,176283,0.726,0.000126,1,0.057,-3.835,0,0.0472,100.051,4,0.962
452,3885,On The Loose,Niall Horan,0kThmY7A0ynir2qLWFFhrY,57,0.00534,0.723,223814,0.601,1.74E-06,11,0.162,-7.085,0,0.0337,124.01,4,0.718
453,3886,Paper Houses,Niall Horan,1hJ6KojJObbRvjuVj8Ezya,56,0.122,0.431,214525,0.423,3.45E-06,4,0.0889,-8.623,1,0.0349,176.856,3,0.291
454,3887,Seeing Blind,Niall Horan,65wnZsZLKJimfK1cTFOfa1,62,0.0372,0.716,185281,0.555,0,9,0.105,-7.57,1,0.0371,93.973,4,0.483
455,3888,Slow Hands,Niall Horan,2cOUlop2ZakjOKe4WinesN,77,0.011,0.735,188174,0.425,0,0,0.055,-6.648,1,0.0464,85.896,4,0.848
456,3889,This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,82,0.712,0.677,232852,0.401,0,9,0.116,-8.467,1,0.0308,111.825,4,0.195
457,3890,Too Much To Ask,Niall Horan,39jXnbACjiaiTwwhsr5sY5,67,0.371,0.443,223044,0.533,0,0,0.128,-6.548,1,0.0396,77.344,4,0.201
458,3891,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,52YtR7JwJnNFnIzmiW4fPC,51,0.136,0.712,214760,0.511,0,6,0.133,-5.723,1,0.0447,87.004,4,0.182
459,3892,Find You,Nick Jonas,77dwRzKegOkVtlHajKnDCb,54,0.00114,0.644,197893,0.743,0,6,0.0831,-4.076,0,0.0331,125.913,4,0.274
460,3893,Remember I Told You,Nick Jonas,5T9G49pXWTV7SHMSksvfL4,42,0.136,0.684,201827,0.534,3.40E-06,1,0.0368,-5.714,1,0.277,112.889,4,0.836
461,3894,Right Now,Nick Jonas,43wzy7JxMEfvCh8ZFeZKYk,58,0.0104,0.597,201680,0.751,0,6,0.0912,-4.982,0,0.193,103.956,4,0.568
462,3895,Barbie Dreams,Nicki Minaj,6Poyf51k7W3NKnsGwAI90B,62,0.313,0.85,279867,0.787,0,8,0.194,-4.134,0,0.338,87.983,4,0.7
463,3896,Barbie Tingz,Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,65,0.0867,0.917,191700,0.679,0,6,0.588,-6.083,1,0.266,102.449,4,0.453
464,3897,Bed (feat. Ariana Grande),Nicki Minaj,3L4GsGLgxpHieVQH86H8bv,61,0.0342,0.757,189533,0.73,5.87E-05,7,0.136,-6.304,1,0.185,90.013,4,0.452
465,3898,Chun Swae (feat. Swae Lee),Nicki Minaj,03It1uO69CjGWP3yyVe465,58,0.0654,0.851,370440,0.421,0.00141,10,0.136,-8.022,0,0.0644,140.992,4,0.21
466,3899,Chun-Li,Nicki Minaj,1e4rwBPVI32vZtTJu7mJ4J,70,0.278,0.686,191600,0.73,4.76E-05,6,0.106,-5.077,0,0.374,128.943,5,0.474
467,3900,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,4Uy3kNxW2kB8AEoXljEcth,62,0.0166,0.766,174893,0.881,2.30E-06,9,0.347,-5.158,0,0.137,112.027,5,0.674
468,3901,Fractions,Nicki Minaj,28PeqNMnFfVQnXvXmyf88G,53,0.011,0.924,181690,0.523,0,0,0.17,-6.362,1,0.132,131.892,4,0.144
469,3902,Ganja Burn,Nicki Minaj,3LHYmz86DxGInsRp3wiiW5,49,0.161,0.755,294187,0.902,0.00199,1,0.137,-2.835,0,0.0631,108.991,4,0.76
470,3903,Hard White,Nicki Minaj,1hHbmfNfXIwHyHCYO8ae3I,48,0.08,0.763,193893,0.736,0.0272,2,0.145,-3.403,1,0.212,173.952,4,0.273
471,3904,Itty Bitty Piggy,Nicki Minaj,1uYxHHZBRliM9cNzCxq93g,59,0.12,0.761,246753,0.722,0,7,0.0649,-4.343,1,0.391,92.45,4,0.798
472,3905,LLC,Nicki Minaj,7CKR3FcBqSsGcgce0ECe1z,52,0.0524,0.836,221853,0.756,0.0291,10,0.0606,-5.441,0,0.124,153.989,4,0.803
473,3906,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,38TgLPNHsPzgqri5G4SPun,56,0.314,0.81,295653,0.73,0,11,0.105,-5.209,0,0.223,157.004,4,0.568
474,3907,MEGATRON,Nicki Minaj,1ZDmxwg7Lywlx68b7SsJjj,60,0.128,0.893,190747,0.641,8.06E-05,1,0.086,-3.051,1,0.272,94.017,4,0.771
475,3908,No Frauds,Nicki Minaj,7KcGEssn7BnJdTgildK5y0,59,0.0884,0.867,272453,0.558,4.05E-06,1,0.541,-6.975,1,0.258,139.061,4,0.432
476,3909,Rich Sex (feat. Lil Wayne),Nicki Minaj,2D1MK9oaxy7axXggy3iVbp,53,0.0517,0.879,192600,0.635,0,9,0.0786,-5.098,1,0.259,146.97,4,0.568
477,3910,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,1TZv3bujNaYz646eezRE91,63,0.0853,0.573,339506,0.867,0,5,0.38,-2.876,0,0.168,74.861,4,0.231
478,3911,Starships,Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,75,0.135,0.747,210627,0.716,0,11,0.251,-2.457,0,0.075,125.008,4,0.751
479,3912,Thought I Knew You (feat. The Weeknd),Nicki Minaj,5vAEnWrHxLv78uwZrAJcX6,50,0.0373,0.77,198280,0.715,0.0018,1,0.0959,-5.92,1,0.045,150.027,4,0.468
480,3913,Yikes,Nicki Minaj,75dLEqanQTupF3dtP9exT5,65,0.0409,0.911,156882,0.637,3.68E-05,8,0.238,-8.381,1,0.447,149.996,4,0.66
481,3914,Atrévete,Nicky Jam,26Qhn2T88XqVinXQpmSarj,57,0.311,0.552,198320,0.675,0,11,0.119,-3.824,1,0.297,183.785,4,0.586
482,3915,El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,69,0.243,0.683,219507,0.691,0,8,0.14,-5.535,1,0.0432,179.91,4,0.732
483,3916,Fan de Tus Fotos,Nicky Jam,1mauYRwbpoGQX6itP2FAJC,62,0.293,0.728,197647,0.689,1.26E-05,7,0.109,-5.718,1,0.0725,170.089,4,0.431
484,3917,Hasta el Amanecer,Nicky Jam,5Fim1gaXBgsiFfsQAfQSDS,72,0.282,0.832,198707,0.608,0,6,0.0761,-6.042,0,0.0385,94.013,4,0.589
485,3918,Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam,4DnHUy01jEA4b5ydC3HgsT,59,0.00573,0.582,207977,0.944,1.27E-06,2,0.547,-0.928,0,0.185,143.97,4,0.8
486,3919,Muévelo,Nicky Jam,4VgYtXCVJ7IbWAZ5ryfvEQ,65,0.415,0.594,194892,0.808,1.39E-05,7,0.565,-2.409,1,0.0489,188.09,4,0.919
487,3920,Polvo,Nicky Jam,68mrW6gXHgupgSiDHgaDi5,60,0.0105,0.763,211130,0.621,2.94E-06,11,0.106,-6.169,0,0.066,82.042,4,0.582
488,3921,Si Tú La Ves (feat. Wisin),Nicky Jam,4yN6xPLopmTLvc27pO9LIE,65,0.204,0.685,221027,0.731,0,5,0.0722,-5.119,0,0.093,177.912,4,0.786
489,3922,Te Robaré,Nicky Jam,4PJ3umtW1aWdfh5EITHc6T,67,0.241,0.673,201818,0.752,4.51E-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
490,3923,Whine Up,Nicky Jam,2pWOMNQJW3g2zmGjP0Vkb0,62,0.0549,0.817,215460,0.665,0,9,0.103,-6.224,0,0.0758,104.957,4,0.662
491,3924,X,Nicky Jam,5YUyW9opqNsMSEzzecZih1,74,0.0338,0.594,172854,0.749,0.00106,9,0.3,-5.298,0,0.056,179.968,4,0.694
